Outlet Name,Outlet GSTIN Code,Invoice No,Invoice Date,Taxable Line Amt,SGST_Tax_Rate,SGST_Tax_Value,CGST_Tax_Rate,CGST_Tax_Value,Cess_Tax_Rate,Cess_Tax_Value,Total Tax Amount,Net Amount
GANESH VT STORE,,580818001522,6/14/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
GANESH VT STORE,,580818001522,6/14/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
GANESH VT STORE,,580818001522,6/14/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
GANESH VT STORE,,580818001522,6/14/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
LADIES FASHOIN,,580818001523,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
LADIES FASHOIN,,580818001523,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
LADIES FASHOIN,,580818001523,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
LADIES FASHOIN,,580818001523,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
LADIES FASHOIN,,580818001523,6/15/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
LADIES FASHOIN,,580818001523,6/15/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
LADIES FASHOIN,,580818001523,6/15/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
CHANDI VARIETY STORE,,580818001524,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
CHANDI VARIETY STORE,,580818001524,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
CHANDI VARIETY STORE,,580818001524,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
CHANDI VARIETY STORE,,580818001524,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
CHANDI VARIETY STORE,,580818001524,6/15/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
BEHERA BETTLE SHOP,,580818001525,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BEHERA BETTLE SHOP,,580818001525,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BEHERA BETTLE SHOP,,580818001525,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BEHERA BETTLE SHOP,,580818001525,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BEHERA BETTLE SHOP,,580818001525,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BEHERA BETTLE SHOP,,580818001525,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
PRIYANKA JUICE CENTER,,580818001526,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
PRIYANKA JUICE CENTER,,580818001526,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
PRIYANKA JUICE CENTER,,580818001526,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
PRIYANKA JUICE CENTER,,580818001526,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
PRIYANKA JUICE CENTER,,580818001526,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
PRIYANKA JUICE CENTER,,580818001526,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
PRIYANKA JUICE CENTER,,580818001526,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
SHREE MAA STD,,580818001527,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
SHREE MAA STD,,580818001527,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
SHREE MAA STD,,580818001527,6/15/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
SHREE MAA STD,,580818001527,6/15/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
RADHAMOHAN BETEL SHOP,,580818001528,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
RADHAMOHAN BETEL SHOP,,580818001528,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
RADHAMOHAN BETEL SHOP,,580818001528,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
RADHAMOHAN BETEL SHOP,,580818001528,6/15/2018,449.54,9,40.46,9,40.46,0,0,80.92,530.46
RADHAMOHAN BETEL SHOP,,580818001528,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
RADHAMOHAN BETEL SHOP,,580818001528,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
SANTOSH COMUNICATION,,580818001529,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
SANTOSH COMUNICATION,,580818001529,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
SANTOSH COMUNICATION,,580818001529,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
SANTOSH COMUNICATION,,580818001529,6/15/2018,224.76,9,20.23,9,20.23,0,0,40.46,265.22
SANTOSH COMUNICATION,,580818001529,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
SANTOSH COMUNICATION,,580818001529,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
SANTOSH COMUNICATION,,580818001529,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SANTOSH COMUNICATION,,580818001529,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SANTOSH COMUNICATION,,580818001529,6/15/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
SANTOSH COMUNICATION,,580818001529,6/15/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
SANTOSH COMUNICATION,,580818001529,6/15/2018,22.12,6,1.33,6,1.33,0,0,2.66,24.78
ASHUTOSH BHANDAR (ICE BOX),,580818001530,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
ASHUTOSH BHANDAR (ICE BOX),,580818001530,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
ASHUTOSH BHANDAR (ICE BOX),,580818001530,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
ASHUTOSH BHANDAR (ICE BOX),,580818001530,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
MAA MANGALA SWEETS,,580818001531,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
MAA MANGALA SWEETS,,580818001531,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
MAA MANGALA SWEETS,,580818001531,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
MAA MANGALA SWEETS,,580818001531,6/15/2018,224.76,9,20.23,9,20.23,0,0,40.46,265.22
MAA MANGALA SWEETS,,580818001531,6/15/2018,226.63,14,31.73,14,31.73,12,27.2,90.66,317.29
MAA MANGALA SWEETS,,580818001531,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
MAA MANGALA SWEETS,,580818001531,6/15/2018,226.63,14,31.73,14,31.73,12,27.2,90.66,317.29
MAA MANGALA SWEETS,,580818001531,6/15/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
MAA MANGALA SWEETS,,580818001531,6/15/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
MAA MANGALA SWEETS,,580818001531,6/15/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
JITU GROCERY,,580818001532,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JITU GROCERY,,580818001532,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JITU GROCERY,,580818001532,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
JITU GROCERY,,580818001532,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
JITU GROCERY,,580818001532,6/15/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
JITU GROCERY,,580818001532,6/15/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
JITU GROCERY,,580818001532,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
JITU GROCERY,,580818001532,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
JITU GROCERY,,580818001532,6/15/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
JITU GROCERY,,580818001532,6/15/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
JITU GROCERY,,580818001532,6/15/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
JITU GROCERY,,580818001532,6/15/2018,66.37,6,3.98,6,3.98,0,0,7.96,74.33
JITU GROCERY,,580818001532,6/15/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
MAMUNI VT STORE,,580818001533,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
MAMUNI VT STORE,,580818001533,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
MAMUNI VT STORE,,580818001533,6/15/2018,224.76,9,20.23,9,20.23,0,0,40.46,265.22
MAMUNI VT STORE,,580818001533,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
MAMUNI VT STORE,,580818001533,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
Kaniz vt store,,580818001534,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
Kaniz vt store,,580818001534,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
Kaniz vt store,,580818001534,6/15/2018,226.63,14,31.73,14,31.73,12,27.2,90.66,317.29
Kaniz vt store,,580818001534,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
Kaniz vt store,,580818001534,6/15/2018,226.63,14,31.73,14,31.73,12,27.2,90.66,317.29
Kaniz vt store,,580818001534,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
Kaniz vt store,,580818001534,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
Kaniz vt store,,580818001534,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
Kaniz vt store,,580818001534,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
Kaniz vt store,,580818001534,6/15/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
SUNAMANI VAIRAITY STORE,,580818001535,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
SUNAMANI VAIRAITY STORE,,580818001535,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
SUNAMANI VAIRAITY STORE,,580818001535,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
SUNAMANI VAIRAITY STORE,,580818001535,6/15/2018,224.76,9,20.23,9,20.23,0,0,40.46,265.22
A. NARAYAN,,580818001536,6/15/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
A. NARAYAN,,580818001536,6/15/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
A. NARAYAN,,580818001536,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
A. NARAYAN,,580818001536,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
A. NARAYAN,,580818001536,6/15/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
A. NARAYAN,,580818001536,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
A. NARAYAN,,580818001536,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
A. NARAYAN,,580818001536,6/15/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
A. NARAYAN,,580818001536,6/15/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
KGN VT STORE,,580818001537,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
KGN VT STORE,,580818001537,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
KGN VT STORE,,580818001537,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
KGN VT STORE,,580818001537,6/15/2018,224.76,9,20.23,9,20.23,0,0,40.46,265.22
KGN VT STORE,,580818001537,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
KGN VT STORE,,580818001537,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
KGN VT STORE,,580818001537,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KGN VT STORE,,580818001537,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KGN VT STORE,,580818001537,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KGN VT STORE,,580818001537,6/15/2018,158.28,6,9.5,6,9.5,0,0,19,177.28
SUKANT VT STORE,,580818001538,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
SUKANT VT STORE,,580818001538,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
SUKANT VT STORE,,580818001538,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
SUKANT VT STORE,,580818001538,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
KALANDI BETTLE SHOP,,580818001539,6/15/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
KALANDI BETTLE SHOP,,580818001539,6/15/2018,231.12,9,20.8,9,20.8,0,0,41.6,272.72
KALANDI BETTLE SHOP,,580818001539,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
KALANDI BETTLE SHOP,,580818001539,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
KALANDI BETTLE SHOP,,580818001539,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
KALANDI BETTLE SHOP,,580818001539,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KALANDI BETTLE SHOP,,580818001539,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KALANDI BETTLE SHOP,,580818001539,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
KALANDI BETTLE SHOP,,580818001539,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
KALANDI BETTLE SHOP,,580818001539,6/15/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
MAA TARA TARINI VT. STORE,,580818001540,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
MAA TARA TARINI VT. STORE,,580818001540,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
MAA TARA TARINI VT. STORE,,580818001540,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
MAA TARA TARINI VT. STORE,,580818001540,6/15/2018,224.76,9,20.23,9,20.23,0,0,40.46,265.22
MAA TARA TARINI VT. STORE,,580818001540,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
MAA TARA TARINI VT. STORE,,580818001540,6/15/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
MAA TARA TARINI VT. STORE,,580818001540,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MAA TARA TARINI VT. STORE,,580818001540,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MAA TARA TARINI VT. STORE,,580818001540,6/15/2018,150.66,9,13.56,9,13.56,0,0,27.12,177.78
SUBHALAXMI VT STORE,,580818001541,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SUBHALAXMI VT STORE,,580818001541,6/15/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SUBHALAXMI VT STORE,,580818001541,6/15/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
SUBHALAXMI VT STORE,,580818001541,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SUBHALAXMI VT STORE,,580818001541,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SUBHALAXMI VT STORE,,580818001541,6/15/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
SUBHALAXMI VT STORE,,580818001541,6/15/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
SUBHALAXMI VT STORE,,580818001541,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
SUBHALAXMI VT STORE,,580818001541,6/15/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
SUBHALAXMI VT STORE,,580818001541,6/15/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
NANDINI XEROX,,580818001542,6/15/2018,189.44,14,26.52,14,26.52,12,22.73,75.77,265.21
NANDINI XEROX,,580818001542,6/15/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
NANDINI XEROX,,580818001542,6/15/2018,224.76,9,20.23,9,20.23,0,0,40.46,265.22
NANDINI XEROX,,580818001542,6/15/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
NANDINI XEROX,,580818001542,6/15/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
NANDINI XEROX,,580818001542,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
NANDINI XEROX,,580818001542,6/15/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
MAMI VERITY STORE,,580818001543,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAMI VERITY STORE,,580818001543,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAMI VERITY STORE,,580818001543,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAMI VERITY STORE,,580818001543,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAMI VERITY STORE,,580818001543,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAMI VERITY STORE,,580818001543,6/15/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
MAMI VERITY STORE,,580818001543,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MAMI VERITY STORE,,580818001543,6/15/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MAMI VERITY STORE,,580818001543,6/15/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
MAMI VERITY STORE,,580818001543,6/15/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
KASINATH VT STORE,,580818001544,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
KASINATH VT STORE,,580818001544,6/15/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
KASINATH VT STORE,,580818001544,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
KASINATH VT STORE,,580818001544,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
KASINATH VT STORE,,580818001544,6/15/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
KASINATH VT STORE,,580818001544,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KASINATH VT STORE,,580818001544,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KASINATH VT STORE,,580818001544,6/15/2018,73.05,6,4.38,6,4.38,0,0,8.76,81.81
SUBHALAXMI VERITY STORE,,580818001545,6/15/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SUBHALAXMI VERITY STORE,,580818001545,6/15/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SUBHALAXMI VERITY STORE,,580818001545,6/15/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
SUBHALAXMI VERITY STORE,,580818001545,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SUBHALAXMI VERITY STORE,,580818001545,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SUBHALAXMI VERITY STORE,,580818001545,6/15/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
SUBHALAXMI VERITY STORE,,580818001545,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SUBHALAXMI VERITY STORE,,580818001545,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SUBHALAXMI VERITY STORE,,580818001545,6/15/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
SANKAR V STORE,,580818001546,6/15/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SANKAR V STORE,,580818001546,6/15/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SANKAR V STORE,,580818001546,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SANKAR V STORE,,580818001546,6/15/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SANKAR V STORE,,580818001546,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SANKAR V STORE,,580818001546,6/15/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MAA COLD BAR,,580818001547,6/16/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
MAA COLD BAR,,580818001547,6/16/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
MAA COLD BAR,,580818001547,6/16/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
MAA COLD BAR,,580818001547,6/16/2018,449.54,9,40.46,9,40.46,0,0,80.92,530.46
MAA COLD BAR,,580818001547,6/16/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
MAA COLD BAR,,580818001547,6/16/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
MAA COLD BAR,,580818001547,6/16/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
MAA COLD BAR,,580818001547,6/16/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
MAA COLD BAR,,580818001547,6/16/2018,646.26,9,58.16,9,58.16,0,0,116.32,762.58
MAA COLD BAR,,580818001547,6/16/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
MAA COLD BAR,,580818001547,6/16/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
MAA COLD BAR,,580818001547,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MAA COLD BAR,,580818001547,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MAA COLD BAR,,580818001547,6/16/2018,623.38,14,87.27,14,87.27,12,74.81,249.35,872.73
MAA COLD BAR,,580818001547,6/16/2018,623.38,14,87.27,14,87.27,12,74.81,249.35,872.73
MAA COLD BAR,,580818001547,6/16/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
MAA COLD BAR,,580818001547,6/16/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
MAA COLD BAR,,580818001547,6/16/2018,256.21,6,15.37,6,15.37,0,0,30.74,286.95
MAA COLD BAR,,580818001547,6/16/2018,256.21,6,15.37,6,15.37,0,0,30.74,286.95
MAA COLD BAR,,580818001547,6/16/2018,1899.36,6,113.96,6,113.96,0,0,227.92,2127.28
MAA COLD BAR,,580818001547,6/16/2018,1061.96,6,63.72,6,63.72,0,0,127.44,1189.4
MAA COLD BAR,,580818001547,6/16/2018,465.84,6,27.95,6,27.95,0,0,55.9,521.74
MAA COLD BAR,,580818001547,6/16/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
HOME MADE-,,580818001548,6/16/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
SRIRAM VARIETY STORE,,580818001549,6/16/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
SRIRAM VARIETY STORE,,580818001549,6/16/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
SRIRAM VARIETY STORE,,580818001549,6/16/2018,316.56,6,18.99,6,18.99,0,0,37.98,354.54
SRIRAM VARIETY STORE,,580818001549,6/16/2018,232.92,6,13.98,6,13.98,0,0,27.96,260.88
YES SIR,,580818001550,6/16/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
YES SIR,,580818001550,6/16/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
YES SIR,,580818001550,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
YES SIR,,580818001550,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
YES SIR,,580818001550,6/16/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
YES SIR,,580818001550,6/16/2018,256.21,6,15.37,6,15.37,0,0,30.74,286.95
YES SIR,,580818001550,6/16/2018,256.21,6,15.37,6,15.37,0,0,30.74,286.95
YES SIR,,580818001550,6/16/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
PANCHAMUKHI STORE,,580818001551,6/16/2018,462.25,9,41.6,9,41.6,0,0,83.2,545.45
PANCHAMUKHI STORE,,580818001551,6/16/2018,233.76,14,32.73,14,32.73,12,28.05,93.51,327.27
PANCHAMUKHI STORE,,580818001551,6/16/2018,158.28,6,9.5,6,9.5,0,0,19,177.28
NANA VT STORE,,580818001552,6/16/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
NANA VT STORE,,580818001552,6/16/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
NANA VT STORE,,580818001552,6/16/2018,378.9,14,53.05,14,53.05,12,45.47,151.57,530.47
NANA VT STORE,,580818001552,6/16/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
NANA VT STORE,,580818001552,6/16/2018,453.25,14,63.46,14,63.46,12,54.39,181.31,634.56
NANA VT STORE,,580818001552,6/16/2018,226.63,14,31.73,14,31.73,12,27.2,90.66,317.29
NANA VT STORE,,580818001552,6/16/2018,226.63,14,31.73,14,31.73,12,27.2,90.66,317.29
NANA VT STORE,,580818001552,6/16/2018,292.21,14,40.91,14,40.91,12,35.06,116.88,409.09
NANA VT STORE,,580818001552,6/16/2018,430.84,9,38.78,9,38.78,0,0,77.56,508.4
NANA VT STORE,,580818001552,6/16/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
NANA VT STORE,,580818001552,6/16/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
NANA VT STORE,,580818001552,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
NANA VT STORE,,580818001552,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
NANA VT STORE,,580818001552,6/16/2018,530.98,6,31.86,6,31.86,0,0,63.72,594.7
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,179.51,9,16.16,9,16.16,0,0,32.32,211.83
GOBINDA BETTLE SHOP -,,580818001553,6/16/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
BARR Q,,580818001554,6/16/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
BARR Q,,580818001554,6/16/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
